0	2	799
1	2	901
2	0	1248
2	1	330
3	0	1248
3	1	1759
4	2	706
5	2	1994
6	2	2615
7	2	2754
8	2	2636
9	0	3375
9	1	330
10	2	3443
11	2	82
12	2	765
13	2	613
14	2	581
15	2	187
16	0	1248
16	1	918
17	0	1248
17	1	2812
18	2	2341
19	0	2974
19	1	2812
20	2	2337
21	0	2805
21	1	1214
22	2	1857
23	2	3360
24	2	3393
25	2	2563
26	2	3040
27	2	2667
28	2	433
29	2	1816
30	2	2193
31	0	1248
31	1	2341
32	0	2974
32	1	918
33	2	958
34	2	1696
35	2	422
36	0	3375
36	1	918
37	2	1551
38	0	3016
38	1	2156
39	0	3016
39	1	1214
40	2	2779
41	2	2632
42	2	657
43	2	413
44	0	652
44	1	1759
45	0	2974
45	1	2337
46	2	542
47	0	2763
47	1	1759
48	0	23
48	1	330
49	2	241
50	2	1518
51	2	2726
52	0	2763
52	1	330
53	2	322
54	2	154
55	0	1248
55	1	469
56	0	3339
56	1	1759
57	2	2003
58	2	3041
59	2	94
60	0	1248
60	1	2754
61	0	3375
61	1	2638
62	2	2514
63	2	2551
64	0	2974
64	1	294
65	0	2164
65	1	2341
66	2	2680
67	2	447
68	0	2974
68	1	669
69	2	1958
70	2	828
71	2	3368
72	2	2385
73	2	1299
74	0	2974
74	1	1816
75	2	713
76	0	3208
76	1	330
77	2	3264
78	0	1248
78	1	2691
79	0	2763
79	1	669
80	2	2905
81	0	2015
81	1	1816
82	0	2164
82	1	3379
83	0	779
83	1	187
84	2	1799
85	0	709
85	1	669
86	0	2164
86	1	2337
87	0	1019
87	1	2636
88	2	1750
89	0	3375
89	1	1128
90	0	122
90	1	330
91	0	709
91	1	157
92	0	1248
92	1	2712
93	0	2974
93	1	2712
94	2	651
95	2	3182
96	2	2203
97	2	97
98	2	2628
99	0	1248
99	1	589
100	0	709
100	1	2341
101	0	2974
101	1	157
102	0	2207
102	1	1759
103	0	2763
103	1	294
104	2	2481
105	0	2197
105	1	2467
106	0	652
106	1	330
107	0	1248
107	1	1551
108	0	1995
108	1	2337
109	0	2763
109	1	799
110	0	984
110	1	918
111	2	479
112	0	3375
112	1	1214
113	2	2982
114	2	3186
115	2	2705
116	2	1524
117	0	2645
117	1	1128
118	2	2696
119	0	2427
119	1	2812
120	2	1081
121	0	1248
121	1	2193
122	0	2763
122	1	2638
123	2	3080
124	0	919
124	1	1759
125	0	1248
125	1	1081
126	2	1728
127	0	709
127	1	294
128	2	1146
129	0	2164
129	1	2156
130	2	2848
131	2	529
132	0	919
132	1	187
133	2	2098
134	0	2974
134	1	3115
135	2	1100
136	0	1071
136	1	330
137	0	3375
137	1	2882
138	2	1783
139	2	2272
140	0	1248
140	1	2882
141	2	3097
142	2	2313
143	0	2312
143	1	2337
144	0	23
144	1	901
145	2	1379
146	0	1248
146	1	1542
147	2	264
148	2	689
149	0	524
149	1	2337
150	2	3209
151	0	2498
151	1	2812
152	2	893
153	2	2298
154	0	1609
154	1	1759
155	0	1248
155	1	195
156	0	1248
156	1	660
157	0	3208
157	1	799
158	0	3016
158	1	669
159	2	281
160	0	984
160	1	1759
161	0	2763
161	1	187
162	0	2974
162	1	2754
163	2	3091
164	0	2197
164	1	1759
165	0	2427
165	1	918
166	0	2974
166	1	2193
167	0	2750
167	1	187
168	0	440
168	1	2660
169	2	762
170	0	2974
170	1	1214
171	2	3018
172	0	1248
172	1	827
173	0	3375
173	1	1551
174	0	1019
174	1	67
175	2	774
176	2	486
177	0	2015
177	1	1759
178	2	1108
179	2	3316
180	0	1248
180	1	1859
181	2	1045
182	2	3355
183	2	407
184	0	1995
184	1	2812
185	0	3016
185	1	2754
186	0	2645
186	1	2691
187	0	751
187	1	2468
188	0	2574
188	1	1759
189	0	1248
189	1	3246
190	0	3375
190	1	1494
191	2	459
192	2	57
193	0	2427
193	1	2754
194	0	1038
194	1	330
195	0	2974
195	1	2691
196	2	1938
197	2	1156
198	2	3086
199	2	1525
200	0	3042
200	1	2636
201	2	3357
202	2	362
203	2	385
204	0	1019
204	1	2691
205	2	2
206	0	2207
206	1	901
207	2	659
208	2	2261
209	0	524
209	1	2341
210	2	2534
211	2	3270
212	2	2842
213	0	731
213	1	1759
214	0	2207
214	1	2812
215	0	2974
215	1	1081
216	0	68
216	1	1214
217	2	2963
218	2	3322
219	2	244
220	0	2164
220	1	3443
221	0	2974
221	1	1696
222	2	1247
223	0	3375
223	1	1816
224	2	2211
225	0	779
225	1	1759
226	2	2381
227	2	3338
228	0	269
228	1	330
229	0	2164
229	1	799
230	0	23
230	1	2680
231	2	1561
232	2	3176
233	0	3208
233	1	294
234	2	3414
235	0	1248
235	1	3302
236	2	878
237	0	2974
237	1	660
238	0	1019
238	1	1128
239	2	2344
240	2	535
241	0	2574
241	1	330
242	0	1995
242	1	241
243	0	2164
243	1	241
244	0	23
244	1	294
245	2	1327
246	0	2974
246	1	195
247	0	2164
247	1	2003
248	2	577
249	2	2899
250	0	2427
250	1	1214
251	0	524
251	1	330
252	0	2308
252	1	330
253	0	3208
253	1	241
254	0	880
254	1	187
255	0	652
255	1	918
256	0	1333
256	1	1214
257	0	3016
257	1	662
258	2	3180
259	0	23
259	1	2156
260	0	23
260	1	1816
261	2	2500
262	0	3375
262	1	3443
263	0	849
263	1	1759
264	2	3119
265	0	75
265	1	1759
266	0	2443
266	1	187
267	0	2051
267	1	1992
268	2	1947
269	0	3208
269	1	1214
270	2	865
271	2	586
272	2	1710
273	0	652
273	1	469
274	2	1895
275	2	2187
276	2	2550
277	2	3099
278	2	2729
279	0	2015
279	1	2337
280	2	2227
281	2	499
282	0	1248
282	1	2660
283	0	2974
283	1	1994
284	0	1248
284	1	542
285	2	2612
286	2	1200
287	0	3375
287	1	2468
288	2	3057
289	2	1498
290	2	1260
291	0	1349
291	1	2636
292	2	1334
293	0	3016
293	1	3115
294	2	319
295	2	2065
296	2	1190
297	0	282
297	1	330
298	0	3069
298	1	2156
299	0	1288
299	1	1214
300	0	984
300	1	2680
301	0	2763
301	1	2754
302	2	158
303	2	2908
304	0	23
304	1	3443
305	0	1349
305	1	187
306	0	2763
306	1	195
307	0	1019
307	1	433
308	0	524
308	1	918
309	0	440
309	1	330
310	2	677
311	0	3069
311	1	1696
312	0	1248
312	1	82
313	2	1326
314	2	959
315	2	2765
316	0	3069
316	1	901
317	0	3016
317	1	1759
318	2	81
319	0	2185
319	1	330
320	0	269
320	1	1759
321	2	2756
322	2	1928
323	2	3199
324	0	1288
324	1	330
325	0	1038
325	1	1759
326	0	779
326	1	330
327	2	3036
328	0	3016
328	1	1128
329	0	1891
329	1	1214
330	0	1019
330	1	330
331	2	394
332	0	2974
332	1	1551
333	2	2177
334	0	1333
334	1	2156
335	0	3375
335	1	2680
336	0	3208
336	1	2156
337	0	1318
337	1	157
338	2	712
339	2	1031
340	0	2015
340	1	918
341	0	27
341	1	330
342	2	2764
343	0	3375
343	1	827
344	0	534
344	1	187
345	0	2164
345	1	469
346	2	1792
347	0	2763
347	1	2468
348	0	126
348	1	1214
349	0	709
349	1	2638
350	2	152
351	2	3101
352	2	485
353	2	3477
354	0	126
354	1	901
355	2	1167
356	2	1708
357	0	2750
357	1	294
358	2	2411
359	2	1533
360	0	23
360	1	2341
361	2	2090
362	0	1766
362	1	2638
363	0	1248
363	1	763
364	0	1248
364	1	476
365	0	2015
365	1	1994
366	2	2983
367	2	2774
368	0	524
368	1	1759
369	2	869
370	0	3208
370	1	2882
371	2	1351
372	0	1248
372	1	1534
373	0	2427
373	1	469
374	0	126
374	1	2812
375	2	3277
376	2	78
377	0	3065
377	1	1992
378	2	1570
379	0	126
379	1	2341
380	0	2974
380	1	2660
381	2	2668
382	0	1248
382	1	1761
383	0	1995
383	1	1494
384	0	3208
384	1	2337
385	0	2974
385	1	476
386	2	2919
387	2	1135
388	2	1497
389	0	2427
389	1	589
390	0	23
390	1	2193
391	0	3208
391	1	589
392	0	825
392	1	901
393	2	1796
394	0	2164
394	1	589
395	2	954
396	0	2750
396	1	3379
397	0	1288
397	1	1494
398	0	984
398	1	2341
399	0	2015
399	1	469
400	0	1635
400	1	2636
401	0	3375
401	1	1758
402	2	178
403	2	3262
404	2	3045
405	2	1741
406	2	2582
407	0	2750
407	1	964
408	0	3065
408	1	67
409	0	2643
409	1	241
410	0	3016
410	1	84
411	2	2213
412	2	343
413	2	3273
414	0	3016
414	1	3182
415	0	3375
415	1	241
416	0	1342
416	1	901
417	2	2454
418	2	615
419	2	3112
420	0	2051
420	1	433
421	2	156
422	2	3330
423	2	2583
424	0	1248
424	1	320
425	0	1995
425	1	1542
426	2	2397
427	2	2233
428	0	2763
428	1	918
429	2	1197
430	0	2427
430	1	2337
431	2	1737
432	2	3210
433	0	1995
433	1	3115
434	2	1016
435	0	2484
435	1	1994
436	0	524
436	1	187
437	2	898
438	0	1248
438	1	889
439	0	1333
439	1	2636
440	2	2263
441	0	3339
441	1	2337
442	0	3016
442	1	2882
443	0	2427
443	1	1494
444	0	126
444	1	2638
445	0	524
445	1	1552
446	0	524
446	1	2691
447	2	2158
448	2	1742
449	2	2380
450	0	1248
450	1	590
451	2	1636
452	0	2185
452	1	2341
453	0	122
453	1	1816
454	2	2939
455	2	1274
456	0	2750
456	1	2341
457	0	3077
457	1	3062
458	2	661
459	0	2164
459	1	320
460	0	23
460	1	1758
461	2	2984
462	2	3250
463	0	3069
463	1	2754
464	0	1333
464	1	669
465	0	2763
465	1	827
466	2	885
467	0	731
467	1	330
468	0	2974
468	1	2272
469	2	1603
470	0	751
470	1	3115
471	0	1248
471	1	229
472	0	2484
472	1	2754
473	0	2197
473	1	330
474	0	524
474	1	1214
475	2	1966
476	2	2201
477	2	700
478	0	1374
478	1	187
479	0	2750
479	1	1759
480	0	2805
480	1	2341
481	0	1248
481	1	1660
482	0	1995
482	1	294
483	0	2763
483	1	413
484	2	1202
485	2	756
486	0	23
486	1	1081
487	2	2157
488	2	2858
489	2	2988
490	0	123
490	1	1128
491	2	2630
492	0	1248
492	1	1758
493	0	652
493	1	660
494	2	52
495	0	2763
495	1	1542
496	2	2723
497	0	524
497	1	2754
498	2	1704
499	0	3016
499	1	413
500	2	1429
501	0	2197
501	1	2638
502	2	2111
503	2	1650
504	2	259
505	2	3151
506	2	1445
507	2	2237
508	2	3094
509	0	2484
